Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Togo,TGO,2010,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.79
Togo,TGO,2009,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.89
Togo,TGO,2008,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.97
Togo,TGO,2007,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.98
Togo,TGO,2006,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.92
Togo,TGO,2005,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.69
Togo,TGO,2004,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.54
Togo,TGO,2003,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.42
Togo,TGO,2002,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.42
Togo,TGO,2001,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.5
Togo,TGO,2000,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.5
Togo,TGO,2020,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.35
Togo,TGO,2019,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.31
Togo,TGO,2018,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.31
Togo,TGO,2017,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.44
Togo,TGO,2016,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.66
Togo,TGO,2015,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.81
Togo,TGO,2014,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.93
Togo,TGO,2013,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.81
Togo,TGO,2012,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.82
Togo,TGO,2011,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.8
Togo,TGO,2010,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.93
Togo,TGO,2009,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,3.08
Togo,TGO,2008,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,3.2
Togo,TGO,2007,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,3.23
Togo,TGO,2006,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,3.12
Togo,TGO,2005,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.76
Togo,TGO,2004,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.52
Togo,TGO,2003,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.32
Togo,TGO,2002,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.32
Togo,TGO,2001,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.45
Togo,TGO,2000,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,2.45
Togo,TGO,2019,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,45.7
Togo,TGO,2018,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,45.9
Togo,TGO,2017,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,46.1
Togo,TGO,2016,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,46.4
Togo,TGO,2015,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,46.7
Togo,TGO,2014,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,46.9
Togo,TGO,2013,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,47.2
Togo,TGO,2012,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,47.4
Togo,TGO,2011,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,47.7
Togo,TGO,2010,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,48
Togo,TGO,2009,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,48.3
Togo,TGO,2008,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,48.7
Togo,TGO,2007,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,49
Togo,TGO,2006,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,49.2
Togo,TGO,2005,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,49.3
Togo,TGO,2004,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,49.4
Togo,TGO,2003,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,49.4
Togo,TGO,2002,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,49.5
Togo,TGO,2001,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,49.5
Togo,TGO,2000,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,49.7
Togo,TGO,2019,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,72.4
Togo,TGO,2018,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,72.8
Togo,TGO,2017,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,73.1
Togo,TGO,2016,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,73.3
Togo,TGO,2015,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,73.3
Togo,TGO,2014,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,73.3
Togo,TGO,2013,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,73.2
Togo,TGO,2012,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,73.1
Togo,TGO,2011,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,73.2
Togo,TGO,2010,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,73.3
Togo,TGO,2009,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,73.6
Togo,TGO,2008,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,74.1
Togo,TGO,2007,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,74.6
Togo,TGO,2006,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,75.3
Togo,TGO,2005,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,76
Togo,TGO,2004,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,76.7
Togo,TGO,2003,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,77.5
Togo,TGO,2002,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,78.3
Togo,TGO,2001,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,79.1
Togo,TGO,2000,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,79.8
Togo,TGO,2019,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,44.9
Togo,TGO,2018,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,45.1
Togo,TGO,2017,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,45.3
Togo,TGO,2016,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,45.6
Togo,TGO,2015,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,45.9
Togo,TGO,2014,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,46.1
Togo,TGO,2013,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,46.4
Togo,TGO,2012,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,46.6
Togo,TGO,2011,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,46.9
Togo,TGO,2010,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,47.2
Togo,TGO,2009,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,47.5
Togo,TGO,2008,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,47.9
Togo,TGO,2007,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,48.2
Togo,TGO,2006,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,48.4
Togo,TGO,2005,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,48.6
Togo,TGO,2004,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,48.6
Togo,TGO,2003,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,48.6
Togo,TGO,2002,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,48.7
Togo,TGO,2001,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,48.8
Togo,TGO,2000,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,48.9
Togo,TGO,2014,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,26.5
Togo,TGO,1998,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,13.1
Togo,TGO,2014,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,54
Togo,TGO,1998,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,37.3
Togo,TGO,2019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,48.5624412207673
Togo,TGO,2015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,51.9428220831028
Togo,TGO,2010,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,56.5930370513992
Togo,TGO,2000,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,63.5735659579087
Togo,TGO,2022,Number of infant deaths,SH.DTH.IMRT,11577
Togo,TGO,2021,Number of infant deaths,SH.DTH.IMRT,11764
Togo,TGO,2020,Number of infant deaths,SH.DTH.IMRT,11952
Togo,TGO,2019,Number of infant deaths,SH.DTH.IMRT,12141
Togo,TGO,2018,Number of infant deaths,SH.DTH.IMRT,12345
Togo,TGO,2017,Number of infant deaths,SH.DTH.IMRT,12538
Togo,TGO,2016,Number of infant deaths,SH.DTH.IMRT,12710
Togo,TGO,2015,Number of infant deaths,SH.DTH.IMRT,12868
Togo,TGO,2014,Number of infant deaths,SH.DTH.IMRT,13060
Togo,TGO,2013,Number of infant deaths,SH.DTH.IMRT,13276
Togo,TGO,2012,Number of infant deaths,SH.DTH.IMRT,13539
Togo,TGO,2011,Number of infant deaths,SH.DTH.IMRT,13832
Togo,TGO,2010,Number of infant deaths,SH.DTH.IMRT,13992
Togo,TGO,2009,Number of infant deaths,SH.DTH.IMRT,14005
Togo,TGO,2008,Number of infant deaths,SH.DTH.IMRT,14032
Togo,TGO,2007,Number of infant deaths,SH.DTH.IMRT,13991
Togo,TGO,2006,Number of infant deaths,SH.DTH.IMRT,13903
Togo,TGO,2005,Number of infant deaths,SH.DTH.IMRT,13903
Togo,TGO,2004,Number of infant deaths,SH.DTH.IMRT,13999
Togo,TGO,2003,Number of infant deaths,SH.DTH.IMRT,14139
Togo,TGO,2002,Number of infant deaths,SH.DTH.IMRT,14225
Togo,TGO,2001,Number of infant deaths,SH.DTH.IMRT,14258
Togo,TGO,2000,Number of infant deaths,SH.DTH.IMRT,14280
Togo,TGO,1999,Number of infant deaths,SH.DTH.IMRT,14259
Togo,TGO,1998,Number of infant deaths,SH.DTH.IMRT,14189
Togo,TGO,1997,Number of infant deaths,SH.DTH.IMRT,14129
Togo,TGO,1996,Number of infant deaths,SH.DTH.IMRT,14044
Togo,TGO,1995,Number of infant deaths,SH.DTH.IMRT,13862
Togo,TGO,1994,Number of infant deaths,SH.DTH.IMRT,14198
Togo,TGO,1993,Number of infant deaths,SH.DTH.IMRT,14672
Togo,TGO,1992,Number of infant deaths,SH.DTH.IMRT,14607
Togo,TGO,1991,Number of infant deaths,SH.DTH.IMRT,14506
Togo,TGO,1990,Number of infant deaths,SH.DTH.IMRT,14385
Togo,TGO,1989,Number of infant deaths,SH.DTH.IMRT,14277
Togo,TGO,1988,Number of infant deaths,SH.DTH.IMRT,14189
Togo,TGO,1987,Number of infant deaths,SH.DTH.IMRT,14086
Togo,TGO,1986,Number of infant deaths,SH.DTH.IMRT,13981
Togo,TGO,1985,Number of infant deaths,SH.DTH.IMRT,13892
Togo,TGO,1984,Number of infant deaths,SH.DTH.IMRT,13809
Togo,TGO,1983,Number of infant deaths,SH.DTH.IMRT,13729
Togo,TGO,1982,Number of infant deaths,SH.DTH.IMRT,13687
Togo,TGO,1981,Number of infant deaths,SH.DTH.IMRT,13674
Togo,TGO,1980,Number of infant deaths,SH.DTH.IMRT,13694
Togo,TGO,1979,Number of infant deaths,SH.DTH.IMRT,13779
Togo,TGO,1978,Number of infant deaths,SH.DTH.IMRT,13872
Togo,TGO,1977,Number of infant deaths,SH.DTH.IMRT,13940
Togo,TGO,1976,Number of infant deaths,SH.DTH.IMRT,13960
Togo,TGO,1975,Number of infant deaths,SH.DTH.IMRT,13949
Togo,TGO,1974,Number of infant deaths,SH.DTH.IMRT,13915
Togo,TGO,1973,Number of infant deaths,SH.DTH.IMRT,13855
Togo,TGO,1972,Number of infant deaths,SH.DTH.IMRT,13758
Togo,TGO,1971,Number of infant deaths,SH.DTH.IMRT,13604
Togo,TGO,1970,Number of infant deaths,SH.DTH.IMRT,13395
Togo,TGO,1969,Number of infant deaths,SH.DTH.IMRT,13116
Togo,TGO,1968,Number of infant deaths,SH.DTH.IMRT,12812
Togo,TGO,1967,Number of infant deaths,SH.DTH.IMRT,12564
Togo,TGO,1966,Number of infant deaths,SH.DTH.IMRT,12348
Togo,TGO,1965,Number of infant deaths,SH.DTH.IMRT,12177
Togo,TGO,1964,Number of infant deaths,SH.DTH.IMRT,12077
Togo,TGO,1963,Number of infant deaths,SH.DTH.IMRT,11986
Togo,TGO,1962,Number of infant deaths,SH.DTH.IMRT,11862
Togo,TGO,1961,Number of infant deaths,SH.DTH.IMRT,11746
Togo,TGO,1960,Number of infant deaths,SH.DTH.IMRT,11644
Togo,TGO,2019,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.3170844572584
Togo,TGO,2015,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.84568163442569
Togo,TGO,2010,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.05545019383281
Togo,TGO,2000,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.58192690679192
Togo,TGO,2022,Number of under-five deaths,SH.DTH.MORT,16496
Togo,TGO,2021,Number of under-five deaths,SH.DTH.MORT,16860
Togo,TGO,2020,Number of under-five deaths,SH.DTH.MORT,17221
Togo,TGO,2019,Number of under-five deaths,SH.DTH.MORT,17588
Togo,TGO,2018,Number of under-five deaths,SH.DTH.MORT,17981
Togo,TGO,2017,Number of under-five deaths,SH.DTH.MORT,18344
Togo,TGO,2016,Number of under-five deaths,SH.DTH.MORT,18702
Togo,TGO,2015,Number of under-five deaths,SH.DTH.MORT,19056
Togo,TGO,2014,Number of under-five deaths,SH.DTH.MORT,19452
Togo,TGO,2013,Number of under-five deaths,SH.DTH.MORT,19859
Togo,TGO,2012,Number of under-five deaths,SH.DTH.MORT,20284
Togo,TGO,2011,Number of under-five deaths,SH.DTH.MORT,20696
Togo,TGO,2010,Number of under-five deaths,SH.DTH.MORT,20936
Togo,TGO,2009,Number of under-five deaths,SH.DTH.MORT,21021
Togo,TGO,2008,Number of under-five deaths,SH.DTH.MORT,21125
Togo,TGO,2007,Number of under-five deaths,SH.DTH.MORT,21177
Togo,TGO,2006,Number of under-five deaths,SH.DTH.MORT,21204
Togo,TGO,2005,Number of under-five deaths,SH.DTH.MORT,21323
Togo,TGO,2004,Number of under-five deaths,SH.DTH.MORT,21529
Togo,TGO,2003,Number of under-five deaths,SH.DTH.MORT,21755
Togo,TGO,2002,Number of under-five deaths,SH.DTH.MORT,21925
Togo,TGO,2001,Number of under-five deaths,SH.DTH.MORT,22030
Togo,TGO,2000,Number of under-five deaths,SH.DTH.MORT,22122
Togo,TGO,1999,Number of under-five deaths,SH.DTH.MORT,22153
Togo,TGO,1998,Number of under-five deaths,SH.DTH.MORT,22191
Togo,TGO,1997,Number of under-five deaths,SH.DTH.MORT,22315
Togo,TGO,1996,Number of under-five deaths,SH.DTH.MORT,22419
Togo,TGO,1995,Number of under-five deaths,SH.DTH.MORT,22435
Togo,TGO,1994,Number of under-five deaths,SH.DTH.MORT,22893
Togo,TGO,1993,Number of under-five deaths,SH.DTH.MORT,23377
Togo,TGO,1992,Number of under-five deaths,SH.DTH.MORT,23295
Togo,TGO,1991,Number of under-five deaths,SH.DTH.MORT,23156
Togo,TGO,1990,Number of under-five deaths,SH.DTH.MORT,22995
Togo,TGO,1989,Number of under-five deaths,SH.DTH.MORT,22842
Togo,TGO,1988,Number of under-five deaths,SH.DTH.MORT,22707
Togo,TGO,1987,Number of under-five deaths,SH.DTH.MORT,22562
Togo,TGO,1986,Number of under-five deaths,SH.DTH.MORT,22436
Togo,TGO,1985,Number of under-five deaths,SH.DTH.MORT,22338
Togo,TGO,1984,Number of under-five deaths,SH.DTH.MORT,22274
Togo,TGO,1983,Number of under-five deaths,SH.DTH.MORT,22247
Togo,TGO,1982,Number of under-five deaths,SH.DTH.MORT,22289
Togo,TGO,1981,Number of under-five deaths,SH.DTH.MORT,22376
Togo,TGO,1980,Number of under-five deaths,SH.DTH.MORT,22494
Togo,TGO,1979,Number of under-five deaths,SH.DTH.MORT,22661
Togo,TGO,1978,Number of under-five deaths,SH.DTH.MORT,22819
Togo,TGO,1977,Number of under-five deaths,SH.DTH.MORT,22933
Togo,TGO,1976,Number of under-five deaths,SH.DTH.MORT,22984
Togo,TGO,1975,Number of under-five deaths,SH.DTH.MORT,22980
Togo,TGO,1974,Number of under-five deaths,SH.DTH.MORT,22910
Togo,TGO,1973,Number of under-five deaths,SH.DTH.MORT,22773
Togo,TGO,1972,Number of under-five deaths,SH.DTH.MORT,22561
Togo,TGO,1971,Number of under-five deaths,SH.DTH.MORT,22282
Togo,TGO,1970,Number of under-five deaths,SH.DTH.MORT,21935
Togo,TGO,1969,Number of under-five deaths,SH.DTH.MORT,21522
Togo,TGO,1968,Number of under-five deaths,SH.DTH.MORT,21118
Togo,TGO,1967,Number of under-five deaths,SH.DTH.MORT,20802
Togo,TGO,1966,Number of under-five deaths,SH.DTH.MORT,20535
Togo,TGO,1965,Number of under-five deaths,SH.DTH.MORT,20314
Togo,TGO,1964,Number of under-five deaths,SH.DTH.MORT,20162
Togo,TGO,1963,Number of under-five deaths,SH.DTH.MORT,20013
Togo,TGO,1962,Number of under-five deaths,SH.DTH.MORT,19831
Togo,TGO,1961,Number of under-five deaths,SH.DTH.MORT,19663
Togo,TGO,1960,Number of under-five deaths,SH.DTH.MORT,19500
Togo,TGO,2019,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,41.1204738449955
Togo,TGO,2015,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,38.2114976442517
Togo,TGO,2010,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,34.3515136449908
Togo,TGO,2000,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,28.84450650751
Togo,TGO,2022,Number of neonatal deaths,SH.DTH.NMRT,6538
Togo,TGO,2021,Number of neonatal deaths,SH.DTH.NMRT,6613
